lat,lng,address,full_address,unique_name_eng,category_eng,building_type_eng,architect_1_eng,architect_2_eng,architect_3_eng,architect_4_eng,architect_all_eng,year_start,year_end,year_start_with_minus,year_display_eng,year_start_us_date,notes_eng,source,city,country,link_image,image,is_from_web,source_eng,author,license
56.9626258,24.0993744,Hanzas iela,"Hanzas iela, Centra rajons, Rīga, LV-1010",Alexander Gate (Alexander Triumphal Arch),Triumphal arch,Triumphal arch,Johann Daniel Gottfried,,,,Built under the supervision of Johann Daniel Gottfried but the author of the project unknown,1817,1817,-1817,1817,1817-01-01,"Initially, the gate was located at the Riga city border on the Petersburg Road, approximately where the Gaisa Bridge on Brīvības Street is now. In 1904, it was moved further—around Šmerlis Street—but in 1936, it was relocated to its current location.","Jānis Krastiņš, Rīgas arhitektūras stili (Rīga: Jumava, 2005), 72.",Rīga,Latvija,https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/riga_aleksandra-varti_neoclassicism.jpg,<img src = 'https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/riga_aleksandra-varti_neoclassicism.jpg'  style='height: 100%; width: 100%; object-fit: contain'/>,FALSE,Personal archive,Vladislavs Babaņins,Creative Commons Attribution 4.0 International (CC BY 4.0)
56.9493737,24.1137698,Aspazijas bulvāris 3,"Aspazijas bulvāris 3, Centra rajons, Rīga, LV-1050",Opera House*,Public buildings,Opera,Ludwig Bohnstedt,Heinrich Scheel,Friedrich Hess,,"Ludwig Bohnstedt, Heinrich Scheel, Friedrich Hess",1863,1863,-1863,1863,1863-01-01,"* An eclectic building designed in the expression of Classicism. The architectural scholar, Professor Jānis Krastiņš, has expressed the view that the building’s style can also be described as very late Classicism.","Harijs Tumans, Antīkie tēli Rīgas ielās (Rīga: Latvijas Universitāte, 2022), 72.",Rīga,Latvija,https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/riga_aspazijas-bulvaris-3_neoclassicism.jpg,<img src = 'https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/riga_aspazijas-bulvaris-3_neoclassicism.jpg'  style='height: 100%; width: 100%; object-fit: contain'/>,FALSE,Personal archive,Vladislavs Babaņins,Creative Commons Attribution 4.0 International (CC BY 4.0)
56.91473,24.1402765,Bauskas iela 147a,"Bišumuiža, Zemgale Suburb, Riga, Latvia",Bišumuiža Manor,Manor houses,Manor,Unknown,,,,Unknown,1816,1816,-1816,1816,1816-01-01,,"Jānis Krastiņš, Rīgas arhitektūras stili (Rīga: Jumava, 2005), 72–73.",Rīga,Latvija,https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/riga_bauskas-iela-147a_neoclassicism_web.jpg,<img src = 'https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/riga_bauskas-iela-147a_neoclassicism_web.jpg'  style='height: 100%; width: 100%; object-fit: contain'/>,TRUE,https://commons.wikimedia.org/wiki/File:Bisumuiza.jpg,Jānis U.,Creative Commons Attribution 3.0 Unported
56.4286731,23.701449,"Elejas pagasts, Jelgavas novads, LV-3023","Elejas pagasts, Jelgavas novads, LV-3023",Eleja manor house,Manor houses,Manor,Johann Georg Adam Berlitz,,,,Johann Georg Adam Berlitz,1810,1810,-1810,1810,1810-01-01,Based on Giacomo Quarenghi’s designs for Mežotne Palace.,"Skaidrīte Cielava [Zvanere-Zvanītāja], Arhitektūras stili Latvijā (Rīga: Mācību apgāds NT, 1998), 51.",Eleja,Latvija,https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/eleja_elejas-pils_neoclassicism_web.jpg,<img src = 'https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/eleja_elejas-pils_neoclassicism_web.jpg'  style='height: 100%; width: 100%; object-fit: contain'/>,TRUE,https://commons.wikimedia.org/wiki/File:Elejas_mui%C5%BEas_pils_drupas_2000-10-06.jpg,J. Sedols,Creative Commons Attribution 3.0 Unported
56.9776238,24.1418296,Hospitāļu iela 55,"Hospitāļu iela 55, Vidzemes priekšpilsēta, Rīga, LV-1013",Military Hospital,Public buildings,Hospital,Fyodor Demertsov,Alexander Staubert,Johann Eduard de Witte,,"Fjodors Demercovs, Aleksandrs Štauberts, Johans Eduards de Vite",1810,1835,-1810,1810/1829–1835,1810-01-01,"It is the oldest masonry building in today’s central part of Riga outside the Old Town, as the territory of the former suburbs allowed only wooden buildings to be constructed until 1858. The hospital is located far enough from Vecrīga (the Inner City), beyond the boundaries of the then masonry-building prohibition.","Jānis Krastiņš, Rīgas arhitektūras stili (Rīga: Jumava, 2005), 76.",Rīga,Latvija,,,,,,
56.7340836,21.7327322,Jaunatnes gatve 1,"Jaunatnes gatve 1, Kazdanga, Kazdangas pagasts, Dienvidkurzemes novads, LV-3457",Kazdanga Palace,Manor houses,Manor,Johann Georg Adam Berlitz,,,,Johann Georg Adam Berlitz,1804,1804,-1804,1804,1804-01-01,,"Skaidrīte Cielava [Zvanere-Zvanītāja], Arhitektūras stili Latvijā (Rīga: Mācību apgāds NT, 1998), 51.",Kazdanga,Latvija,https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/kazdanga_jaunatnes-gatve-1_neoclassicism_web.jpg,<img src = 'https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/kazdanga_jaunatnes-gatve-1_neoclassicism_web.jpg'  style='height: 100%; width: 100%; object-fit: contain'/>,TRUE,https://commons.wikimedia.org/wiki/File:Kazdangas_pils.JPG,Semigall,Public domain
56.9519425,24.1303242,Lāčplēša iela 55,"Lāčplēša iela 55, Latgales priekšpilsēta, Rīga, LV-1011",Russian Children’s School,Public buildings,School,Christian Friedrich Breitkreutz,,,,Christian Friedrich Breitkreutz,1821,1821,-1821,1821,1821-01-01,,"Harijs Tumans, Antīkie tēli Rīgas ielās (Rīga: Latvijas Universitāte, 2022), 74.",Rīga,Latvija,https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/riga_lacplesa-iela-55_neoclassicism.jpg,<img src = 'https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/riga_lacplesa-iela-55_neoclassicism.jpg'  style='height: 100%; width: 100%; object-fit: contain'/>,FALSE,Personal archive,Vladislavs Babaņins,Creative Commons Attribution 4.0 International (CC BY 4.0)
56.4383,24.053,Mežotnes muiža,"Mežotnes muiža, Mežotne, Mežotnes pagasts, Bauskas novads, LV-3918",Mežotne Palace,Manor houses,Manor,Johann Georg Adam Berlitz,,,,Johann Georg Adam Berlitz,1802,1802,-1802,1802,1802-01-01,Built by Johann Georg Adam Berlitz after a design by Giacomo Quarenghi.,"Skaidrīte Cielava [Zvanere-Zvanītāja], Arhitektūras stili Latvijā (Rīga: Mācību apgāds NT, 1998), 52.",Mežotne,Latvija,https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/mezotne_mezotnes-pils_neoclassicism_web.jpg,<img src = 'https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/mezotne_mezotnes-pils_neoclassicism_web.jpg'  style='height: 100%; width: 100%; object-fit: contain'/>,TRUE,https://commons.wikimedia.org/wiki/File:Mezotne_garden_side_2014_(4).JPG,Gryffindor,Creative Commons Attribution-Share Alike 4.0 International
56.9485337,24.1041613,Palasta iela 4,"Rīgas Doms, Palasta iela 4, Centra rajons, Rīga, LV-1050",New Hall of the Riga City Library in the Riga Dome complex,Public buildings,Hall,Christoph Haberland,,,,Christoph Haberland,1778,1778,-1778,1778,1778-01-01,"Christoph Haberland built a new hall for the Riga City Library in the Riga Cathedral complex—today, the Museum of the History of Riga and Navigation is located there.","Jānis Krastiņš, Rīgas arhitektūras stili (Rīga: Jumava, 2005), 67.",Rīga,Latvija,https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/riga_palasta-iela-4_zale_neoclassicism_web.jpg,<img src = 'https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/riga_palasta-iela-4_zale_neoclassicism_web.jpg'  style='height: 100%; width: 100%; object-fit: contain'/>,,,,
56.9501982,24.1033717,Pils iela 14,"Pils iela 14, Centra rajons, Rīga, LV-1050",,Public buildings,Portal,Unknown,,,,Unknown,1775,1800,-1775,late 18th century,1775-01-01,,"Jānis Krastiņš, Rīgas arhitektūras stili (Rīga: Jumava, 2005), 68.",Rīga,Latvija,https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/riga_pils-iela-14_neoclassicism.jpg,<img src = 'https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/riga_pils-iela-14_neoclassicism.jpg'  style='height: 100%; width: 100%; object-fit: contain'/>,FALSE,Personal archive,Vladislavs Babaņins,Creative Commons Attribution 4.0 International (CC BY 4.0)
56.9514457,24.1025483,Pils laukums 2,"Pils laukums 2, Centra rajons, Rīga, LV-1050",former Riga Lyceum,Public buildings,School,Mathias Schons,,,,Mathias Schons,1787,1787,-1787,1787,1787-01-01,,"Jānis Krastiņš, Rīgas arhitektūras stili (Rīga: Jumava, 2005), 68.",Rīga,Latvija,https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/riga_pils-laukums-2_neoclassicism.jpg,<img src = 'https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/riga_pils-laukums-2_neoclassicism.jpg'  style='height: 100%; width: 100%; object-fit: contain'/>,FALSE,Personal archive,Vladislavs Babaņins,Creative Commons Attribution 4.0 International (CC BY 4.0)
56.9508578,24.102503,Pils laukums 4,"Pils laukums 4, Centra rajons, Rīga, LV-1050","former ""St. Petersburg"" Hotel",Public buildings,Hotel,Unknown,,,,Unknown,1785,1785,-1785,1785,1785-01-01,,"Jānis Krastiņš, Rīgas arhitektūras stili (Rīga: Jumava, 2005), 68.",Rīga,Latvija,https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/riga_pils-laukums-4_neoclassicism.jpg,<img src = 'https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/riga_pils-laukums-4_neoclassicism.jpg'  style='height: 100%; width: 100%; object-fit: contain'/>,FALSE,Personal archive,Vladislavs Babaņins,Creative Commons Attribution 4.0 International (CC BY 4.0)
56.9490546,24.1103854,Riharda Vāgnera iela 4,"Riharda Vāgnera iela 4, Centra rajons, Rīga, LV-1050",Riga City Theatre (House of the Muses Society),Public buildings,Theatre,Christoph Haberland,,,,Christoph Haberland,1782,1782,-1782,1782,1782-01-01,,https://vagneriga.lv/vagnera-teatris/ un https://lv.wikipedia.org/wiki/Muses_nams,Rīga,Latvija,https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/riga_riharda-vagnera-iela-4_neoclassicism.jpg,<img src = 'https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/riga_riharda-vagnera-iela-4_neoclassicism.jpg'  style='height: 100%; width: 100%; object-fit: contain'/>,FALSE,Personal archive,Vladislavs Babaņins,Creative Commons Attribution 4.0 International (CC BY 4.0)
56.9478345,24.1064499,Rātslaukums 1,"Rātslaukums 1, Centra rajons, Rīga, LV-1050",Riga Town Hall,Public buildings,Town Hall,Johann von Ettinger,,,,Johann von Ettinger,1765,1954,-1765,1765–1954/2001,1765-01-01,"Riga Town Hall /Johann von Ettinger/ (1765–1954) – the original building was demolished. A high mansard roof was added in 1793. The mansard roof was replaced by a full third floor by Johann Daniel Felsko in 1848. The building burned down during World War II and was demolished in 1954. A Riga Technical University laboratory building was constructed on the site in 1964, which was later demolished to make space for the new Town Hall, completed in 2001.","Jānis Krastiņš, Rīgas arhitektūras stili (Rīga: Jumava, 2005), 65.",Rīga,Latvija,https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/riga_ratslaukums-1_neoclassicism.jpg,<img src = 'https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/riga_ratslaukums-1_neoclassicism.jpg'  style='height: 100%; width: 100%; object-fit: contain'/>,FALSE,Personal archive,Vladislavs Babaņins,Creative Commons Attribution 4.0 International (CC BY 4.0)
56.9515653,24.1033184,Torņa iela 1,"Torņa iela 1, Centra rajons, Rīga, LV-1050",Riga Arsenal,Public buildings,Arsenal,Johann Eduard de Witte,Giovanni (Ivan) Francevich Lucchini,Alexander Nellinger,Julius Adolf Spatzier,"Johann Eduard de Witte (originally), Giovanni (Ivan) Francevich Lucchini, Alexander Nellinger, Julius Adolf Spatzier",1832,1832,-1832,1832,1832-01-01,"Since 1987, the building has been converted into an art museum. It also houses the Goethe-Institut Riga.","Jānis Krastiņš, Rīgas arhitektūras stili (Rīga: Jumava, 2005), 76.",Rīga,Latvija,https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/riga_torna-iela-1_neoclassicism.jpg,<img src = 'https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/riga_torna-iela-1_neoclassicism.jpg'  style='height: 100%; width: 100%; object-fit: contain'/>,FALSE,Personal archive,Vladislavs Babaņins,Creative Commons Attribution 4.0 International (CC BY 4.0)
56.9260467,24.089604,Vienības gatve 27,"Vienības gat. 27, Zemgales priekšpilsēta, Rīga, LV-1004",Blok manor,Manor houses,Manor,Unknown,,,,Unknown,1843,1843,-1843,1843,1843-01-01,,"Jānis Krastiņš, Rīgas arhitektūras stili (Rīga: Jumava, 2005), 72.",Rīga,Latvija,https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/riga_vienibas-gatve-27_neoclassicism.jpg,<img src = 'https://raw.githubusercontent.com/Vladusty/riga-neoclassical-buildings-dataset/main/riga_neoclassical_buildings_photos/riga_vienibas-gatve-27_neoclassicism.jpg'  style='height: 100%; width: 100%; object-fit: contain'/>,FALSE,Personal archive,Vladislavs Babaņins,Creative Commons Attribution 4.0 International (CC BY 4.0)
